Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
76,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.2034820457018498,919|139|120|131|130|142|130|127|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,448|65|59|56|63|77|56|72|,471|74|61|75|67|65|74|55|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,448|65|59|56|63|77|56|72|,471|74|61|75|67|65|74|55|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,919,0,448,1810|289|228|199|305|302|204|283|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2729|428|348|330|435|444|334|410|,629|128|48|30|135|144|34|110|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|300|301|301|300|300|299|,724|99|104|120|96|94|121|90|,1377|201|196|181|205|206|179|209|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1377|210|216|171|189|196|189|206|,271|44|41|29|47|31|42|37|,1106|166|175|142|142|165|147|169|,20|20|20|20|20|20|20|20|,0.8574895715051962|0.8644868278039439|0.8555381944444445|0.8458131810500554|0.8522633136094675|0.8489387026383655|0.8535207100591715|0.8542377084754169|,0.838411316648531|0.8381294964028777|0.8333333333333334|0.8282442748091603|0.8038461538461539|0.8591549295774648|0.8692307692307693|0.8346456692913385|,0.029379760609358,0.04026115342763874,0.24211099020674645,0.17519042437431992,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919|139|120|131|130|142|130|127|,166|175|142|142|165|147|169|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,75|78|64|63|79|77|88|,0|0|0|0|0|0|0|,0,0,0,0,0,0
77,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9041591320072333,1106|166|175|142|142|165|147|169|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,563|90|95|74|67|88|74|75|,543|76|80|68|75|77|73|94|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1106,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1106|166|175|142|142|165|147|169|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1106|166|175|142|142|165|147|169|,0|0|0|0|0|0|0|0|,1106|166|175|142|142|165|147|169|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1106|166|175|142|142|165|147|169|,106|13|14|13|18|15|17|16|,1000|153|161|129|124|150|130|153|,20|20|20|20|20|20|20|20|,0.859216250993267|0.8577623748004064|0.8586857142857143|0.851009224360246|0.8531665344177742|0.8551331496786042|0.858068397426998|0.8541717726970345|,0.849005424954792|0.8795180722891566|0.8485714285714285|0.8133802816901409|0.852112676056338|0.8636363636363636|0.8639455782312925|0.8195266272189349|,0.03842676311030741,0.037070524412296565,0.23688969258589512,0.17224231464737794,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106|166|175|142|142|165|147|169|,153|161|129|124|150|130|153|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
78,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.134,1000|153|161|129|124|150|130|153|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,507|86|83|66|59|82|67|64|,493|67|78|63|65|68|63|89|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,507|86|83|66|59|82|67|64|,493|67|78|63|65|68|63|89|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1000,0,507,2148|412|375|293|182|358|250|278|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3148|565|536|422|306|508|380|431|,1048|265|236|122|6|208|80|131|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|300|300|300|300|301|300|,674|84|85|87|123|88|103|104|,1427|216|215|213|177|212|198|196|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1427|201|208|216|189|194|200|219|,293|42|33|43|34|48|41|52|,1134|159|175|173|155|146|159|167|,20|20|20|20|20|20|20|20|,0.8592965|0.8591460549361357|0.8588885459665907|0.8541253530436872|0.8491155046826222|0.855288888888889|0.8589940828402367|0.8502285445768721|,0.85|0.8790849673202614|0.8509316770186336|0.8217054263565892|0.8508064516129032|0.8633333333333333|0.8615384615384616|0.8202614379084967|,0.0385,0.036,0.235,0.171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000|153|161|129|124|150|130|153|,159|175|173|155|146|159|167|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,77|86|84|82|75|75|82|,0|0|0|0|0|0|0|,0,0,0,0,0,0
79,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8880070546737213,1134|159|175|173|155|146|159|167|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,562|85|92|95|64|72|76|78|,572|74|83|78|91|74|83|89|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1134,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1134|159|175|173|155|146|159|167|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1134|159|175|173|155|146|159|167|,0|0|0|0|0|0|0|0|,1134|159|175|173|155|146|159|167|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1134|159|175|173|155|146|159|167|,127|13|18|22|22|18|19|15|,1007|146|157|151|133|128|140|152|,20|20|20|19|19|20|20|20|,0.8566883314825702|0.8574720145563862|0.859265306122449|0.852634568478733|0.8371696149843912|0.8596359542127979|0.8540900280843322|0.8495464161497365|,0.8628747795414462|0.8867924528301887|0.8657142857142858|0.8352601156069365|0.864516129032258|0.863013698630137|0.8742138364779874|0.8532934131736527|,0.041005291005291,0.03350970017636684,0.2671957671957672,0.16358024691358025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134|159|175|173|155|146|159|167|,146|157|151|133|128|140|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
80,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9086395233366436,1007|146|157|151|133|128|140|152|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,491|74|83|83|54|61|66|70|,516|72|74|68|79|67|74|82|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,491|74|83|83|54|61|66|70|,516|72|74|68|79|67|74|82|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1007,0,491,1296|243|174|170|181|146|203|179|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2303|389|331|321|314|274|343|331|,229|89|31|21|14|0|43|31|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2075|300|300|300|301|274|300|300|,913|116|138|142|127|128|126|136|,1162|184|162|158|174|146|174|164|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1162|181|171|143|174|163|152|178|,247|43|33|35|36|43|18|39|,915|138|138|108|138|120|134|139|,20|20|20|19|19|19|20|20|,0.8572265738637876|0.856058829048602|0.8590612195220901|0.8537673786237445|0.8397591723670077|0.8592681884765625|0.8561224489795918|0.8488681613573408|,0.8644488579940417|0.886986301369863|0.8726114649681529|0.8278145695364238|0.8646616541353384|0.86328125|0.875|0.8618421052631579|,0.04021847070506455,0.03426017874875869,0.2666335650446872,0.15839126117179742,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007|146|157|151|133|128|140|152|,138|138|108|138|120|134|139|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,58|75|55|58|80|57|74|,0|0|0|0|0|0|0|,0,0,0,0,0,0
81,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9038251366120219,915|138|138|108|138|120|134|139|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,463|67|65|57|77|51|66|80|,452|71|73|51|61|69|68|59|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,915,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,915|138|138|108|138|120|134|139|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,915|138|138|108|138|120|134|139|,0|0|0|0|0|0|0|0|,915|138|138|108|138|120|134|139|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,915|138|138|108|138|120|134|139|,88|10|19|8|12|11|12|16|,827|128|119|100|126|109|122|123|,20|20|20|20|20|20|20|20|,0.856014810833408|0.8552168662045788|0.8554006511237136|0.8453146433470508|0.8395163831127914|0.8517881944444444|0.8540042325685008|0.8503830029501579|,0.8497267759562842|0.8478260869565217|0.8442028985507246|0.8379629629629629|0.8260869565217391|0.8166666666666667|0.8432835820895522|0.9244604316546763|,0.027868852459016394,0.03825136612021858,0.2754098360655738,0.1469945355191257,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915|138|138|108|138|120|134|139|,128|119|100|126|109|122|123|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
82,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.18863361547763,827|128|119|100|126|109|122|123|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,422|63|54|56|70|48|62|69|,405|65|65|44|56|61|60|54|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,422|63|54|56|70|48|62|69|,405|65|65|44|56|61|60|54|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,827,0,422,1362|226|167|212|236|131|151|239|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2189|354|286|312|362|240|273|362|,190|54|0|12|62|0|0|62|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2003|301|286|301|300|240|273|302|,762|107|119|95|110|109|122|100|,1241|194|167|206|190|131|151|202|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1241|184|176|187|201|143|162|188|,258|31|42|32|45|27|41|40|,983|153|134|155|156|116|121|148|,20|20|20|20|20|20|20|20|,0.85685502442505|0.8580322265625|0.8556246027822894|0.8497250000000001|0.838829050138574|0.8516749431866004|0.8541554689599571|0.8517086390376098|,0.8500604594921403|0.85546875|0.8445378151260504|0.845|0.8214285714285714|0.8119266055045872|0.8401639344262295|0.926829268292683|,0.02962515114873035,0.039298669891172915,0.26964933494558646,0.14993954050785974,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827|128|119|100|126|109|122|123|,153|134|155|156|116|121|148|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,77|77|65|80|60|71|67|,0|0|0|0|0|0|0|,0,0,0,0,0,0
83,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.901322482197355,983|153|134|155|156|116|121|148|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,479|82|61|77|72|58|58|71|,504|71|73|78|84|58|63|77|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,983,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,983|153|134|155|156|116|121|148|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,983|153|134|155|156|116|121|148|,0|0|0|0|0|0|0|0|,983|153|134|155|156|116|121|148|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,983|153|134|155|156|116|121|148|,97|19|12|9|11|15|17|14|,886|134|122|146|145|101|104|134|,20|20|20|20|20|19|20|20|,0.8540004594898627|0.8488829082831391|0.8609656939184673|0.8411862643080125|0.8477975016436555|0.8456822235434007|0.8507615600027321|0.8516709276844412|,0.8535096642929807|0.8496732026143791|0.8656716417910447|0.8580645161290322|0.7916666666666666|0.8620689655172413|0.8842975206611571|0.875|,0.018819938962360123,0.03814852492370295,0.2634791454730417,0.16581892166836215,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983|153|134|155|156|116|121|148|,134|122|146|145|101|104|134|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
84,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.1286681715575622,886|134|122|146|145|101|104|134|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,433|74|56|74|68|53|47|61|,453|60|66|72|77|48|57|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,433|74|56|74|68|53|47|61|,453|60|66|72|77|48|57|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,886,0,433,1500|286|172|278|248|139|136|241|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2386|420|294|424|393|240|240|375|,412|120|0|124|93|0|0|75|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1974|300|294|300|300|240|240|300|,745|98|122|101|113|101|104|106|,1229|202|172|199|187|139|136|194|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1229|209|173|192|181|162|139|173|,229|44|30|34|39|30|26|26|,1000|165|143|158|142|132|113|147|,20|20|20|20|20|19|20|20|,0.853296386223624|0.8472794609044331|0.861193227626982|0.8423250140739351|0.8464209274673008|0.8426134692677189|0.8488350591715976|0.8536143907329027|,0.8560948081264108|0.8656716417910447|0.8688524590163934|0.8664383561643836|0.7827586206896552|0.8613861386138614|0.8942307692307693|0.8694029850746269|,0.01805869074492099,0.040632054176072234,0.26749435665914223,0.15970654627539504,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886|134|122|146|145|101|104|134|,165|143|158|142|132|113|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,65|65|76|69|77|52|74|,0|0|0|0|0|0|0|,0,0,0,0,0,0
85,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.902,1000|165|143|158|142|132|113|147|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,535|84|72|87|86|65|57|84|,465|81|71|71|56|67|56|63|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1000,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1000|165|143|158|142|132|113|147|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1000|165|143|158|142|132|113|147|,0|0|0|0|0|0|0|0|,1000|165|143|158|142|132|113|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1000|165|143|158|142|132|113|147|,98|22|17|19|9|13|11|7|,902|143|126|139|133|119|102|140|,20|20|20|20|20|19|20|20|,0.8519835|0.8420661157024794|0.8489779451317913|0.849723601986861|0.8442149375123984|0.8533631772268135|0.8450544286944944|0.8491485029385903|,0.863|0.8545454545454545|0.8461538461538461|0.8860759493670886|0.8591549295774648|0.8598484848484849|0.8938053097345132|0.8469387755102041|,0.0205,0.0485,0.276,0.1385,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000|165|143|158|142|132|113|147|,143|126|139|133|119|102|140|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
86,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.1629711751662972,902|143|126|139|133|119|102|140|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,488|74|66|78|82|60|49|79|,414|69|60|61|51|59|53|61|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,488|74|66|78|82|60|49|79|,414|69|60|61|51|59|53|61|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,902,0,488,1690|218|247|277|345|192|131|280|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2592|361|373|416|478|311|233|420|,559|61|73|116|178|11|0|120|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2033|300|300|300|300|300|233|300|,714|120|106|96|74|114|102|102|,1319|180|194|204|226|186|131|198|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1319|196|166|201|222|183|159|192|,270|40|26|44|47|35|35|43|,1049|156|140|157|175|148|124|149|,20|19|20|20|20|19|20|20|,0.8514639800197639|0.8400899799501198|0.8493008314436886|0.8499301278401739|0.8424868562383402|0.854583009674458|0.8441705113417917|0.8484566326530611|,0.8586474501108647|0.8496503496503497|0.8492063492063492|0.8812949640287769|0.8571428571428571|0.8487394957983193|0.8872549019607843|0.8428571428571429|,0.019401330376940133,0.048226164079822616,0.2738359201773836,0.14079822616407983,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902|143|126|139|133|119|102|140|,156|140|157|175|148|124|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,71|70|80|91|78|69|69|,0|0|0|0|0|0|0|,0,0,0,0,0,0
87,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9018112488083889,1049|156|140|157|175|148|124|149|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,536|87|68|87|81|70|63|80|,513|69|72|70|94|78|61|69|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1049,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1049|156|140|157|175|148|124|149|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1049|156|140|157|175|148|124|149|,0|0|0|0|0|0|0|0|,1049|156|140|157|175|148|124|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1049|156|140|157|175|148|124|149|,103|15|10|16|22|16|6|18|,946|141|130|141|153|132|118|131|,20|20|20|20|20|19|20|20|,0.8478391059259307|0.8441198224852071|0.8466326530612245|0.8446387277374336|0.8457142857142856|0.8412618699780862|0.8449043964620186|0.8380253141750371|,0.8579599618684461|0.8782051282051282|0.8714285714285714|0.8853503184713376|0.8685714285714285|0.8141891891891891|0.875|0.8120805369127517|,0.018589132507149667,0.03813155386081983,0.30505243088655865,0.12964728312678742,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049|156|140|157|175|148|124|149|,141|130|141|153|132|118|131|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
